Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
13851;Vestal;NY;42.206745;-75.74488;-5;1;42.206745,-75.74488
13202;Syracuse;NY;43.045066;-76.14994;-5;1;43.045066,-76.14994
14602;Rochester;NY;43.286024;-77.684264;-5;1;43.286024,-77.684264
13217;Syracuse;NY;43.02143;-76.197701;-5;1;43.02143,-76.197701
12593;West Copake;NY;42.243991;-73.641076;-5;1;42.243991,-73.641076
11050;Port Washington;NY;40.833246;-73.69309;-5;1;40.833246,-73.69309
11418;Richmond Hill;NY;40.698485;-73.83365;-5;1;40.698485,-73.83365
11746;Huntington Station;NY;40.821698;-73.37553;-5;1;40.821698,-73.37553
13733;Bainbridge;NY;42.292692;-75.47528;-5;1;42.292692,-75.47528
12737;Glen Spey;NY;41.48397;-74.81186;-5;1;41.48397,-74.81186
11756;Levittown;NY;40.724883;-73.51739;-5;1;40.724883,-73.51739
11792;Wading River;NY;40.953261;-72.8368;-5;1;40.953261,-72.8368
10650;White Plains;NY;41.013696;-73.705975;-5;1;41.013696,-73.705975
12967;North Lawrence;NY;44.784144;-74.66213;-5;1;44.784144,-74.66213
13026;Aurora;NY;42.758088;-76.66998;-5;1;42.758088,-76.66998
14168;Versailles;NY;42.509271;-78.999471;-5;1;42.509271,-78.999471
10910;Arden;NY;41.386195;-74.125718;-5;1;41.386195,-74.125718
13649;Helena;NY;44.921678;-74.706763;-5;1;44.921678,-74.706763
14006;Angola;NY;42.633375;-79.04567;-5;1;42.633375,-79.04567
13812;Nichols;NY;42.024157;-76.36558;-5;1;42.024157,-76.36558
12050;Columbiaville;NY;42.317154;-73.748555;-5;1;42.317154,-73.748555
12252;Albany;NY;42.614852;-73.970812;-5;1;42.614852,-73.970812
14572;Wayland;NY;42.569876;-77.57637;-5;1;42.569876,-77.57637
12239;Albany;NY;42.614852;-73.970812;-5;1;42.614852,-73.970812
12734;Ferndale;NY;41.734913;-74.75013;-5;1;41.734913,-74.75013
13143;Red Creek;NY;43.235909;-76.71545;-5;1;43.235909,-76.71545
14273;Buffalo;NY;42.75495;-78.784908;-5;1;42.75495,-78.784908
12883;Ticonderoga;NY;43.858226;-73.45414;-5;1;43.858226,-73.45414
13354;Holland Patent;NY;43.261526;-75.25705;-5;1;43.261526,-75.25705
12863;Rock City Falls;NY;43.067531;-73.93002;-5;1;43.067531,-73.93002
14781;Sherman;NY;42.160982;-79.59738;-5;1;42.160982,-79.59738
12748;Jeffersonville;NY;41.774223;-74.92211;-5;1;41.774223,-74.92211
11743;Huntington;NY;40.867498;-73.41146;-5;1;40.867498,-73.41146
12801;Glens Falls;NY;43.312104;-73.64825;-5;1;43.312104,-73.64825
13610;Rodman;NY;43.818705;-75.480342;-5;1;43.818705,-75.480342
11944;Greenport;NY;41.103838;-72.36729;-5;1;41.103838,-72.36729
12701;Monticello;NY;41.653071;-74.69748;-5;1;41.653071,-74.69748
10992;Washingtonville;NY;41.428269;-74.16178;-5;1;41.428269,-74.16178
14113;North Java;NY;42.672162;-78.33745;-5;1;42.672162,-78.33745
14771;Canadice;NY;42.737181;-77.519784;-5;1;42.737181,-77.519784
14788;Westons Mills;NY;42.062125;-78.377974;-5;1;42.062125,-78.377974
10964;Palisades;NY;41.011464;-73.92585;-5;1;41.011464,-73.92585
12740;Grahamsville;NY;41.85304;-74.52915;-5;1;41.85304,-74.52915
12779;South Fallsburg;NY;41.705649;-74.62985;-5;1;41.705649,-74.62985
11043;New Hyde Park;NY;40.754757;-73.601772;-5;1;40.754757,-73.601772
13813;Nineveh;NY;42.163814;-75.55149;-5;1;42.163814,-75.55149
11210;Brooklyn;NY;40.627946;-73.94552;-5;1;40.627946,-73.94552
10012;New York;NY;40.72596;-73.99834;-5;1;40.72596,-73.99834
12008;Alplaus;NY;42.853043;-73.9029;-5;1;42.853043,-73.9029
12747;Hurleyville;NY;41.752458;-74.66996;-5;1;41.752458,-74.66996
10094;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
10259;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
12458;Napanoch;NY;41.802898;-74.40025;-5;1;41.802898,-74.40025
14048;Dunkirk;NY;42.479471;-79.32805;-5;1;42.479471,-79.32805
13740;Bovina Center;NY;42.274238;-74.75464;-5;1;42.274238,-74.75464
14814;Big Flats;NY;42.150834;-76.94805;-5;1;42.150834,-76.94805
10308;Staten Island;NY;40.551353;-74.15098;-5;1;40.551353,-74.15098
13694;Waddington;NY;44.866754;-75.17201;-5;1;44.866754,-75.17201
14030;Chaffee;NY;42.562386;-78.49087;-5;1;42.562386,-78.49087
14129;Perrysburg;NY;42.469165;-79.01069;-5;1;42.469165,-79.01069
14726;Conewango Valley;NY;42.251075;-79.03785;-5;1;42.251075,-79.03785
11030;Manhasset;NY;40.796752;-73.68935;-5;1;40.796752,-73.68935
12023;Berne;NY;42.610306;-74.15692;-5;1;42.610306,-74.15692
12222;Albany;NY;42.692909;-73.838035;-5;1;42.692909,-73.838035
10502;Ardsley;NY;41.011324;-73.84152;-5;1;41.011324,-73.84152
12777;Forestburgh;NY;41.562141;-74.71252;-5;1;41.562141,-74.71252
14753;Limestone;NY;42.035792;-78.61789;-5;1;42.035792,-78.61789
10039;New York;NY;40.826181;-73.9371;-5;1;40.826181,-73.9371
12456;Mount Marion;NY;42.034256;-73.99876;-5;1;42.034256,-73.99876
14425;Farmington;NY;42.985007;-77.346;-5;1;42.985007,-77.346
11372;Jackson Heights;NY;40.750146;-73.88433;-5;1;40.750146,-73.88433
14590;Wolcott;NY;43.234753;-76.8252;-5;1;43.234753,-76.8252
12183;Troy;NY;42.743289;-73.69482;-5;1;42.743289,-73.69482
13319;Chadwicks;NY;43.029669;-75.27211;-5;1;43.029669,-75.27211
11582;Valley Stream;NY;40.754757;-73.601772;-5;1;40.754757,-73.601772
13625;Colton;NY;44.537321;-74.92847;-5;1;44.537321,-74.92847
12782;Sundown;NY;41.881485;-74.430063;-5;1;41.881485,-74.430063
13437;Redfield;NY;43.572876;-75.81709;-5;1;43.572876,-75.81709
11367;Flushing;NY;40.728614;-73.82145;-5;1;40.728614,-73.82145
12434;Grand Gorge;NY;42.368009;-74.50137;-5;1;42.368009,-74.50137
13425;Oriskany Falls;NY;42.964774;-75.47889;-5;1;42.964774,-75.47889
13309;Boonville;NY;43.484783;-75.33559;-5;1;43.484783,-75.33559
12767;Obernburg;NY;41.719016;-74.755373;-5;1;41.719016,-74.755373
13477;Vernon Center;NY;43.035057;-75.50381;-5;1;43.035057,-75.50381
10138;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
10160;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
12181;Troy;NY;42.738678;-73.673862;-5;1;42.738678,-73.673862
06390;Fishers Island;NY;41.261936;-72.00708;-5;1;41.261936,-72.00708
14712;Bemus Point;NY;42.170787;-79.37689;-5;1;42.170787,-79.37689
10925;Greenwood Lake;NY;41.211794;-74.29778;-5;1;41.211794,-74.29778
12083;Greenville;NY;42.430684;-74.03728;-5;1;42.430684,-74.03728
13845;Tioga Center;NY;42.065842;-76.381946;-5;1;42.065842,-76.381946
14080;Holland;NY;42.640351;-78.53494;-5;1;42.640351,-78.53494
12055;Dormansville;NY;42.614852;-73.970812;-5;1;42.614852,-73.970812
14650;Rochester;NY;43.286024;-77.684264;-5;1;43.286024,-77.684264
12167;Stamford;NY;42.414519;-74.59577;-5;1;42.414519,-74.59577
12751;Kiamesha Lake;NY;41.679152;-74.657;-5;1;41.679152,-74.657
11971;Southold;NY;41.059209;-72.42041;-5;1;41.059209,-72.42041
13426;Orwell;NY;43.562757;-75.996773;-5;1;43.562757,-75.996773
10422;New York;NY;40.828279;-73.869454;-5;1;40.828279,-73.869454
12092;Howes Cave;NY;42.691779;-74.37513;-5;1;42.691779,-74.37513
12243;Albany;NY;42.614852;-73.970812;-5;1;42.614852,-73.970812
14511;Mumford;NY;43.002612;-77.86458;-5;1;43.002612,-77.86458
12435;Greenfield Park;NY;41.725808;-74.52106;-5;1;41.725808,-74.52106
12847;Long Lake;NY;43.97643;-74.56669;-5;1;43.97643,-74.56669
13111;Martville;NY;43.258952;-76.61441;-5;1;43.258952,-76.61441
14839;Greenwood;NY;42.129806;-77.63705;-5;1;42.129806,-77.63705
10918;Chester;NY;41.35648;-74.26072;-5;1;41.35648,-74.26072
11211;Brooklyn;NY;40.71209;-73.95427;-5;1;40.71209,-73.95427
12482;South Cairo;NY;42.270559;-73.95729;-5;1;42.270559,-73.95729
13115;Minetto;NY;43.397671;-76.482365;-5;1;43.397671,-76.482365
13417;New York Mills;NY;43.102469;-75.29566;-5;1;43.102469,-75.29566
14770;Portville;NY;42.047063;-78.30659;-5;1;42.047063,-78.30659
11695;Far Rockaway;NY;40.651378;-73.870779;-5;1;40.651378,-73.870779
12759;Loch Sheldrake;NY;41.780299;-74.65618;-5;1;41.780299,-74.65618
13360;Inlet;NY;43.744906;-74.77476;-5;1;43.744906,-74.77476
10570;Pleasantville;NY;41.132367;-73.78922;-5;1;41.132367,-73.78922
12758;Livingston Manor;NY;41.920201;-74.7857;-5;1;41.920201,-74.7857
13157;Sylvan Beach;NY;43.209147;-75.72307;-5;1;43.209147,-75.72307
14134;Sardinia;NY;42.534854;-78.52113;-5;1;42.534854,-78.52113
12427;Elka Park;NY;42.167622;-74.15306;-5;1;42.167622,-74.15306
10149;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
10602;White Plains;NY;41.119008;-73.732996;-5;1;41.119008,-73.732996
11238;Brooklyn;NY;40.680145;-73.96257;-5;1;40.680145,-73.96257
11727;Coram;NY;40.884895;-73.00501;-5;1;40.884895,-73.00501
13621;Chase Mills;NY;44.850439;-75.06915;-5;1;44.850439,-75.06915
14430;Clarkson;NY;43.286024;-77.684264;-5;1;43.286024,-77.684264
10538;Larchmont;NY;40.933089;-73.75615;-5;1;40.933089,-73.75615
13061;Erieville;NY;42.859332;-75.74261;-5;1;42.859332,-75.74261
14741;Great Valley;NY;42.220602;-78.6337;-5;1;42.220602,-78.6337
12724;Callicoon Center;NY;41.858278;-74.95034;-5;1;41.858278,-74.95034
13493;Williamstown;NY;43.421597;-75.90529;-5;1;43.421597,-75.90529
13617;Canton;NY;44.58249;-75.14417;-5;1;44.58249,-75.14417
10040;New York;NY;40.858704;-73.92853;-5;1;40.858704,-73.92853
10017;New York;NY;40.752159;-73.97231;-5;1;40.752159,-73.97231
10099;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
11960;Remsenburg;NY;40.803923;-72.70421;-5;1;40.803923,-72.70421
13650;Henderson;NY;43.82212;-76.2127;-5;1;43.82212,-76.2127
14219;Buffalo;NY;42.790708;-78.82717;-5;1;42.790708,-78.82717
14872;Pine Valley;NY;42.218224;-76.84694;-5;1;42.218224,-76.84694
10286;New York;NY;40.714231;-74.011895;-5;1;40.714231,-74.011895
12230;Albany;NY;42.614852;-73.970812;-5;1;42.614852,-73.970812
13697;Winthrop;NY;44.755383;-74.81213;-5;1;44.755383,-74.81213
14063;Fredonia;NY;42.425683;-79.3371;-5;1;42.425683,-79.3371
13090;Liverpool;NY;43.152017;-76.22068;-5;1;43.152017,-76.22068
13757;East Meredith;NY;42.411895;-74.91372;-5;1;42.411895,-74.91372
14413;Alton;NY;43.222735;-76.982149;-5;1;43.222735,-76.982149
11360;Bayside;NY;40.780386;-73.78005;-5;1;40.780386,-73.78005
14215;Buffalo;NY;42.934757;-78.8118;-5;1;42.934757,-78.8118
11042;New Hyde Park;NY;40.760128;-73.69379;-5;1;40.760128,-73.69379
11542;Glen Cove;NY;40.864757;-73.62609;-5;1;40.864757,-73.62609
13156;Sterling;NY;43.337718;-76.6729;-5;1;43.337718,-76.6729
12309;Schenectady;NY;42.800276;-73.88096;-5;1;42.800276,-73.88096
10162;New York;NY;40.769334;-73.94893;-5;1;40.769334,-73.94893
14740;Gerry;NY;42.230692;-79.17185;-5;1;42.230692,-79.17185
13848;Tunnel;NY;42.214705;-75.727699;-5;1;42.214705,-75.727699
13850;Vestal;NY;42.075874;-76.02837;-5;1;42.075874,-76.02837
11218;Brooklyn;NY;40.644552;-73.97595;-5;1;40.644552,-73.97595
12776;Roscoe;NY;41.94836;-74.94475;-5;1;41.94836,-74.94475
12406;Arkville;NY;42.130111;-74.57574;-5;1;42.130111,-74.57574
12460;Oak Hill;NY;42.406464;-74.15692;-5;1;42.406464,-74.15692
14809;Avoca;NY;42.419988;-77.43392;-5;1;42.419988,-77.43392
12494;West Shokan;NY;41.961316;-74.27687;-5;1;41.961316,-74.27687
12432;Glasco;NY;41.949795;-74.003246;-5;1;41.949795,-74.003246
13450;Roseboom;NY;42.69983;-74.81731;-5;1;42.69983,-74.81731
14270;Buffalo;NY;42.768413;-78.887094;-5;1;42.768413,-78.887094
10528;Harrison;NY;40.972667;-73.71886;-5;1;40.972667,-73.71886
12196;West Sand Lake;NY;42.631625;-73.61619;-5;1;42.631625,-73.61619
13123;North Bay;NY;43.236407;-75.776918;-5;1;43.236407,-75.776918
14083;Java Village;NY;42.676913;-78.44075;-5;1;42.676913,-78.44075
14476;Kendall;NY;43.339304;-78.02581;-5;1;43.339304,-78.02581
12463;Palenville;NY;42.174411;-74.01599;-5;1;42.174411,-74.01599
12958;Mooers;NY;44.958106;-73.58022;-5;1;44.958106,-73.58022
13615;Brownville;NY;44.005613;-75.98315;-5;1;44.005613,-75.98315
14141;Springville;NY;42.516248;-78.68944;-5;1;42.516248,-78.68944
14167;Varysburg;NY;42.750175;-78.32283;-5;1;42.750175,-78.32283
14623;Rochester;NY;43.087613;-77.6352;-5;1;43.087613,-77.6352
13864;Willseyville;NY;42.298203;-76.38844;-5;1;42.298203,-76.38844
14876;Reading Center;NY;42.429721;-76.925846;-5;1;42.429721,-76.925846
11233;Brooklyn;NY;40.676938;-73.91858;-5;1;40.676938,-73.91858
12051;Coxsackie;NY;42.353773;-73.82774;-5;1;42.353773,-73.82774
14061;Farnham;NY;42.594627;-79.08404;-5;1;42.594627,-79.08404
14645;Rochester;NY;43.286024;-77.684264;-5;1;43.286024,-77.684264
12024;Brainard;NY;42.494981;-73.510676;-5;1;42.494981,-73.510676
13362;Knoxboro;NY;42.980334;-75.518569;-5;1;42.980334,-75.518569
13835;Richford;NY;42.396659;-76.15709;-5;1;42.396659,-76.15709
12825;Queensbury;NY;42.973468;-74.406393;-5;1;42.973468,-74.406393
14626;Rochester;NY;43.214613;-77.70626;-5;1;43.214613,-77.70626
12438;Halcottsville;NY;42.183045;-74.925617;-5;1;42.183045,-74.925617
12538;Hyde Park;NY;41.779541;-73.90155;-5;1;41.779541,-73.90155
13809;Mount Upton;NY;42.392104;-75.41093;-5;1;42.392104,-75.41093
10981;Sugar Loaf;NY;41.323172;-74.288565;-5;1;41.323172,-74.288565
14443;East Bloomfield;NY;42.900966;-77.42331;-5;1;42.900966,-77.42331
14414;Avon;NY;42.899233;-77.73372;-5;1;42.899233,-77.73372
10562;Ossining;NY;41.176837;-73.84741;-5;1;41.176837,-73.84741
14226;Buffalo;NY;42.968057;-78.80047;-5;1;42.968057,-78.80047
12175;Summit;NY;42.559096;-74.55282;-5;1;42.559096,-74.55282
13072;Georgetown;NY;42.763823;-75.75188;-5;1;42.763823,-75.75188
11731;East Northport;NY;40.865998;-73.31796;-5;1;40.865998,-73.31796
14170;West Falls;NY;42.692304;-78.67147;-5;1;42.692304,-78.67147
12208;Albany;NY;42.654978;-73.80053;-5;1;42.654978,-73.80053
12182;Troy;NY;42.785887;-73.66221;-5;1;42.785887,-73.66221
11368;Corona;NY;40.747106;-73.85838;-5;1;40.747106,-73.85838
11697;Breezy Point;NY;40.560167;-73.90891;-5;1;40.560167,-73.90891
12164;Speculator;NY;43.515611;-74.37431;-5;1;43.515611,-74.37431
12514;Clinton Corners;NY;41.874183;-73.76727;-5;1;41.874183,-73.76727
13316;Camden;NY;43.377083;-75.74261;-5;1;43.377083,-75.74261
10560;North Salem;NY;41.32797;-73.61306;-5;1;41.32797,-73.61306
14885;Troupsburg;NY;42.041973;-77.5632;-5;1;42.041973,-77.5632
12015;Athens;NY;42.279649;-73.81701;-5;1;42.279649,-73.81701
11222;Brooklyn;NY;40.726302;-73.94559;-5;1;40.726302,-73.94559
11252;Brooklyn;NY;40.645099;-73.945032;-5;1;40.645099,-73.945032
13630;De Kalb Junction;NY;44.494708;-75.29944;-5;1;44.494708,-75.29944
12570;Poughquag;NY;41.614667;-73.67709;-5;1;41.614667,-73.67709
13753;Delhi;NY;42.302716;-74.91667;-5;1;42.302716,-74.91667
14481;Leicester;NY;42.780121;-77.91499;-5;1;42.780121,-77.91499
13611;Belleville;NY;43.778046;-76.125914;-5;1;43.778046,-76.125914
14840;Hammondsport;NY;42.453547;-77.18019;-5;1;42.453547,-77.18019
12836;Hague;NY;43.750773;-73.51881;-5;1;43.750773,-73.51881
13428;Palatine Bridge;NY;42.923583;-74.55536;-5;1;42.923583,-74.55536
14047;Derby;NY;42.694598;-78.98151;-5;1;42.694598,-78.98151
12465;Pine Hill;NY;42.136293;-74.473639;-5;1;42.136293,-74.473639
13163;Wampsville;NY;43.078461;-75.701639;-5;1;43.078461,-75.701639
13904;Binghamton;NY;42.110927;-75.85223;-5;1;42.110927,-75.85223
13654;Heuvelton;NY;44.563604;-75.48794;-5;1;44.563604,-75.48794
10466;Bronx;NY;40.89095;-73.84702;-5;1;40.89095,-73.84702
12065;Clifton Park;NY;42.853676;-73.78445;-5;1;42.853676,-73.78445
12416;Chichester;NY;42.105611;-74.29143;-5;1;42.105611,-74.29143
13139;Poplar Ridge;NY;42.742057;-76.628454;-5;1;42.742057,-76.628454
11732;East Norwich;NY;40.848766;-73.53478;-5;1;40.848766,-73.53478
11739;Great River;NY;40.922326;-72.637078;-5;1;40.922326,-72.637078
13388;Webb;NY;43.606444;-75.103186;-5;1;43.606444,-75.103186
12407;Ashland;NY;42.321453;-74.33926;-5;1;42.321453,-74.33926
12733;Fallsburg;NY;41.732505;-74.60896;-5;1;41.732505,-74.60896
12185;Valley Falls;NY;42.884779;-73.53703;-5;1;42.884779,-73.53703
12474;Roxbury;NY;42.285644;-74.59011;-5;1;42.285644,-74.59011
10962;Orangeburg;NY;41.047996;-73.96215;-5;1;41.047996,-73.96215
12938;Pleasant Valley;NY;41.773053;-73.856116;-5;1;41.773053,-73.856116
13635;Edwards;NY;44.314998;-75.26149;-5;1;44.314998,-75.26149
13790;Johnson City;NY;42.125725;-75.96686;-5;1;42.125725,-75.96686
10550;Mount Vernon;NY;40.907607;-73.83709;-5;1;40.907607,-73.83709
10915;Bullville;NY;41.555634;-74.328805;-5;1;41.555634,-74.328805
13166;Weedsport;NY;43.056292;-76.5563;-5;1;43.056292,-76.5563
14433;Clyde;NY;43.07351;-76.87557;-5;1;43.07351,-76.87557
11733;East Setauket;NY;40.932053;-73.10666;-5;1;40.932053,-73.10666
12159;Slingerlands;NY;42.646978;-73.87151;-5;1;42.646978,-73.87151
12249;Albany;NY;42.614852;-73.970812;-5;1;42.614852,-73.970812
10123;New York;NY;40.751489;-73.990537;-5;1;40.751489,-73.990537
10946;Wallkill;NY;41.507236;-74.412119;-5;1;41.507236,-74.412119
12822;Corinth;NY;43.248892;-73.85172;-5;1;43.248892,-73.85172
14558;South Lima;NY;42.855409;-77.687643;-5;1;42.855409,-77.687643
10310;Staten Island;NY;40.63212;-74.11551;-5;1;40.63212,-74.11551
11026;Great Neck;NY;40.754757;-73.601772;-5;1;40.754757,-73.601772
12009;Altamont;NY;42.698692;-74.03148;-5;1;42.698692,-74.03148
12018;Averill Park;NY;42.62742;-73.53494;-5;1;42.62742,-73.53494
10933;Johnson;NY;41.365286;-74.510918;-5;1;41.365286,-74.510918
12154;Schaghticoke;NY;42.925765;-73.60664;-5;1;42.925765,-73.60664
12792;Yulan;NY;41.522825;-74.93164;-5;1;41.522825,-74.93164
12992;West Chazy;NY;44.819829;-73.51156;-5;1;44.819829,-73.51156
13613;Brasher Falls;NY;44.864624;-74.75386;-5;1;44.864624,-74.75386
13669;Ogdensburg;NY;44.683636;-75.49024;-5;1;44.683636,-75.49024
14585;West Bloomfield;NY;42.901162;-77.54848;-5;1;42.901162,-77.54848
14615;Rochester;NY;43.204695;-77.65194;-5;1;43.204695,-77.65194
11571;Rockville Centre;NY;40.754757;-73.601772;-5;1;40.754757,-73.601772
12496;Windham;NY;42.326918;-74.24657;-5;1;42.326918,-74.24657
13145;Sandy Creek;NY;43.653475;-76.13214;-5;1;43.653475,-76.13214
10537;Lake Peekskill;NY;41.337335;-73.88689;-5;1;41.337335,-73.88689
12851;Minerva;NY;43.841369;-74.03747;-5;1;43.841369,-74.03747
12860;Pottersville;NY;43.719612;-73.81116;-5;1;43.719612,-73.81116
13116;Minoa;NY;43.077067;-76.00695;-5;1;43.077067,-76.00695
13140;Port Byron;NY;43.049797;-76.66055;-5;1;43.049797,-76.66055
